ID,Scenario,Transaction
CodeL-QR-SAP10,,
CodeL-QR-SAP16,,
CodeL-QR-SAP18,,
CodeQ-CaR-Airbus06,,
CodeQ-CaR-Airbus08,,
CodeQ-CaR-Airbus10,,
CodeQ-CaR-Airbus18,,
CodeQ-CaR-Bayer05,,
CodeQ-CaR-Bayer06,,
CodeQ-CaR-Bayer14,,
CodeQ-CaR-Deutsche_Telekom03,,
CodeQ-CaR-Deutsche_Telekom06,,
CodeQ-CaR-Deutsche_Telekom07,,
CodeQ-CaR-Deutsche_Telekom18,,
CodeQ-CaR-Mercedes-Benz01,,
CodeQ-CaR-Mercedes-Benz04,,
CodeQ-CaR-Mercedes-Benz14,,
CodeQ-CaR-Mercedes-Benz16,,
CodeQ-CaR-Mercedes-Benz17,,
CodeQ-CaR-Mercedes-Benz18,,
CodeQ-CaR-Mercedes-Benz19,,
CodeQ-CaR-SAP11,,
CodeQ-CaR-SAP13,,
CodeQ-CaR-SAP14,,
CodeQ-CaR-SAP18,,
CodeQ-CuR-Airbus05,,
CodeQ-CuR-Airbus10,,
CodeQ-CuR-Airbus12,,
CodeQ-CuR-Airbus14,,
CodeQ-CuR-Airbus20,,
CodeQ-CuR-Deutsche_Telekom05,,
CodeQ-CuR-Deutsche_Telekom09,,
CodeQ-CuR-Deutsche_Telekom13,,
CodeQ-CuR-Deutsche_Telekom18,,
CodeQ-CuR-Mercedes-Benz05,,
CodeQ-CuR-Mercedes-Benz06,,
CodeQ-CuR-Mercedes-Benz16,,
CodeQ-CuR-SAP01,,
CodeQ-CuR-SAP03,,
CodeQ-CuR-SAP13,,
CodeQ-CuR-SAP17,,
CodeQ-QR-Airbus04,,
CodeQ-QR-Airbus12,,
CodeQ-QR-Airbus16,,
CodeQ-QR-Airbus19,,
CodeQ-QR-Bayer02,,
CodeQ-QR-Bayer07,,
CodeQ-QR-Bayer10,,
CodeQ-QR-Bayer12,,
CodeQ-QR-Bayer14,,
CodeQ-QR-Bayer15,,
CodeQ-QR-Bayer18,,
CodeQ-QR-Bayer19,,
CodeQ-QR-Bayer20,,
CodeQ-QR-Deutsche_Telekom10,,
CodeQ-QR-Deutsche_Telekom11,,
CodeQ-QR-Mercedes-Benz07,,
CodeQ-QR-Mercedes-Benz19,,
CodeQ-QR-SAP02,,
CodeQ-QR-SAP07,,
CodeQ-QR-SAP10,,
CodeQ-QR-SAP16,,
CodeQ-QR-SAP18,,
Llama-CaR-Airbus06,"The company pays 2000 EUR in cash for the repayment of short-term financing liabilities.
Effect: Negative

","
2024-06-25 * ""Repayment of Short-Term Financing Liabilities""
  Liabilities:Current:ShortTermFinancingLiabilities -2000 EUR
  Assets:Current:CashAndCashEquivalents 2000 EUR"
Llama-CaR-Airbus08,"The company pays 1000 EUR in cash for the purchase of intangible assets.
Effect: Negative

","
2024-07-10 * ""Purchase of Intangible Assets""
  Assets:NonCurrent:IntangibleAssets -1000 EUR
  Liabilities:Current:ShortTermDebt -1000 EUR"
Llama-CaR-Airbus10,"The company pays 1500 EUR in cash for the repayment of long-term financing liabilities.
Effect: Negative

","
2024-07-20 * ""Repayment of Long-Term Financing Liabilities""
  Liabilities:NonCurrent:LongTermFinancingLiabilities -1500 EUR
  Assets:Current:CashAndCashEquivalents 1500 EUR"
Llama-CaR-Airbus18,"The company pays 2000 EUR in cash for the repayment of long-term financing liabilities.
Effect: Negative

","
2024-09-10 * ""Repayment of Long-Term Financing Liabilities""
  Liabilities:NonCurrent:LongTermFinancingLiabilities -2000 EUR
  Assets:Current:CashAndCashEquivalents 2000 EUR"
Llama-CaR-Bayer05,"The company increases its cash reserves by 100 EUR.
Effect: Positive

","
2024-06-01 * ""Increase in Cash Reserves""
  Assets:Current:CashAndCashEquivalents 100 EUR"
Llama-CaR-Bayer06,"The company decreases its cash reserves by 100 EUR.
Effect: Negative

","
2024-06-01 * ""Decrease in Cash Reserves""
  Assets:Current:CashAndCashEquivalents -100 EUR"
Llama-CaR-Bayer14,"The company increases its current other liabilities by 100 EUR.
Effect: Negative

","
2024-06-01 * ""Increase in current other liabilities""
  Liabilities:Current:OtherLiabilities 100 EUR"
Llama-CaR-Deutsche_Telekom03,"The company receives 200 EUR in cash from the sale of non-current assets.
Effect: Positive

","
2024-06-15 * ""Sale of Non-Current Assets""
  Assets:NonCurrent:NonCurrentAssetsAndDisposalGroupsHeldForSale -200 EUR
  Assets:Current:CashAndCashEquivalents 200 EUR"
Llama-CaR-Deutsche_Telekom06,"The company decreases its current recoverable income taxes by 50 EUR.
Effect: Negative

","
2024-06-01 * ""Decrease in Current Recoverable Income Taxes""
  Assets:Current:CurrentRecoverableIncomeTaxes -50 EUR"
Llama-CaR-Deutsche_Telekom07,"The company increases its trade receivables by 200 EUR.
Effect: Positive

","
2024-05-29 * ""Increase in Trade Receivables""
  Assets:Current:TradeReceivables 200 EUR"
Llama-CaR-Deutsche_Telekom18,"The company decreases its property, plant, and equipment by 200 EUR.
Effect: Negative

","
2024-06-15 * ""Decrease in Property, Plant, and Equipment""
  Assets:NonCurrent:PropertyPlantAndEquipment -200 EUR"
Llama-CaR-Mercedes-Benz01,"The company uses 1000 EUR in cash to repay current other financial liabilities.
Effect: Negative

","
2024-07-11 * ""Repay current other financial liabilities""
  Liabilities:Current:OtherFinancialLiabilities 1000 EUR
  Assets:Current:CashAndCashEquivalents -1000 EUR"
Llama-CaR-Mercedes-Benz04,"The company receives 500 EUR in cash from the sale of trade receivables.
Effect: Positive

","
2024-06-15 * ""Receipt of Cash from Sale of Trade Receivables""
  Assets:Current:ReceivablesFromFinancialServices -500 EUR
  Assets:Current:CashAndCashEquivalents 500 EUR"
Llama-CaR-Mercedes-Benz14,"The company purchases new receivables from financial services worth 1500 EUR, increasing non-current assets.
Effect: Positive

","
2024-06-01 * ""Purchase of Receivables from Financial Services""
  Liabilities:NonCurrent:ReceivablesFromFinancialServices 1500 EUR
  Assets:NonCurrent:ReceivablesFromFinancialServices 1500 EUR"
Llama-CaR-Mercedes-Benz16,"The company receives 1000 EUR in cash from the sale of other assets.
Effect: Positive

","
2024-07-01 * ""Receipt of Cash from Sale of Other Assets""
  Assets:NonCurrent:OtherAssets -1000 EUR
  Assets:Current:CashAndCashEquivalents 1000 EUR"
Llama-CaR-Mercedes-Benz17,"The company uses 2000 EUR in cash to repay current financing liabilities.
Effect: Negative

","
2024-06-15 * ""Repay current financing liabilities""
  Liabilities:Current:FinancingLiabilities -2000 EUR
  Assets:Current:CashAndCashEquivalents 2000 EUR"
Llama-CaR-Mercedes-Benz18,"The company purchases new equipment worth 1000 EUR, increasing non-current assets.
Effect: Positive

","
2024-06-01 * ""Purchase of Equipment""
  Liabilities:NonCurrent:Equipment 1000 EUR
  Assets:NonCurrent:Equipment 1000 EUR"
Llama-CaR-Mercedes-Benz19,"The company sells 500 EUR worth of other financial liabilities, increasing cash.
Effect: Positive

","
2024-06-15 * ""Sale of Other Financial Liabilities""
  Liabilities:NonCurrent:OtherFinancialLiabilities -500 EUR
  Assets:Current:CashAndCashEquivalents 500 EUR"
Llama-CaR-SAP11,"The company increases its other financial assets by 75 EUR.
Effect: Positive

","
2024-06-01 * ""Increase in Other Financial Assets""
  Assets:NonCurrent:OtherFinancialAssets 75 EUR"
Llama-CaR-SAP13,"The company increases its goodwill by 100 EUR.
Effect: Positive

","
2024-05-29 * ""Increase in Goodwill""
  Assets:NonCurrent:Goodwill 100 EUR"
Llama-CaR-SAP14,"The company uses 400 EUR in cash to repay current tax liabilities.
Effect: Negative

","
2024-07-11 * ""Repay current tax liabilities""
  Liabilities:Current:TaxLiabilities 400 EUR
  Assets:Current:CashAndCashEquivalents -400 EUR"
Llama-CaR-SAP18,"The company uses 200 EUR in cash to repay current other non-financial liabilities.
Effect: Negative

","
2024-07-11 * ""Repay current other non-financial liabilities""
  Liabilities:Current:OtherNonFinancialLiabilities 200 EUR
  Assets:Current:CashAndCashEquivalents -200 EUR"
Llama-CuR-Airbus05,"The company purchases new trade receivables worth 3000 EUR, increasing the current trade receivables.
Effect: Positive

","
2024-05-15 * ""Purchase of Trade Receivables""
  Assets:Current:TradeReceivables 3000 EUR
  Liabilities:Current:ShortTermDebt -3000 EUR"
Llama-CuR-Airbus10,"The company purchases new other assets worth 2000 EUR, increasing the current other assets.
Effect: Positive

","
2024-05-20 * ""Purchase of Other Assets""
  Assets:Current:OtherAssets 2000 EUR
  Liabilities:Current:ShortTermDebt -2000 EUR"
Llama-CuR-Airbus12,"The company purchases new securities worth 500 EUR, increasing the current securities.
Effect: Positive

","
2024-05-29 * ""Purchase of Securities""
  Assets:Current:Securities 500 EUR
  Liabilities:Current:ShortTermDebt -500 EUR"
Llama-CuR-Airbus14,"The company receives 3000 EUR in cash from the sale of trade receivables.
Effect: Positive

","
2024-05-15 * ""Sale of Trade Receivables""
  Assets:Current:TradeReceivables -3000 EUR
  Assets:Current:CashAndCashEquivalents 3000 EUR"
Llama-CuR-Airbus20,"The company uses 1000 EUR in cash to repay current short-term debt.
Effect: Positive","
2024-07-11 * ""Repay current short-term debt""
  Liabilities:Current:ShortTermDebt -1000 EUR
  Assets:Current:CashAndCashEquivalents 1000 EUR"
Llama-CuR-Deutsche_Telekom05,"The company receives 300 EUR in cash from the sale of non-current assets.
Effect: Positive

","
2024-07-01 * ""Sale of Non-Current Assets""
  Assets:NonCurrent:OtherAssets -300 EUR
  Assets:Current:CashAndCashEquivalents 300 EUR"
Llama-CuR-Deutsche_Telekom09,"The company receives 500 EUR in cash from the sale of trade and other payables.
Effect: Positive

","
2024-08-01 * ""Sale of Trade and Other Payables""
  Liabilities:Current:TradeAndOtherPayables -500 EUR
  Assets:Current:CashAndCashEquivalents 500 EUR"
Llama-CuR-Deutsche_Telekom13,"The company receives 700 EUR in cash from the sale of non-current financial liabilities.
Effect: Positive

","
2024-08-15 * ""Sale of Non-Current Financial Liabilities""
  Liabilities:NonCurrent:FinancialLiabilities -700 EUR
  Assets:Current:CashAndCashEquivalents 700 EUR"
Llama-CuR-Deutsche_Telekom18,"The company pays 700 EUR in cash for the purchase of lease liabilities.
Effect: Negative

","
2024-06-30 * ""Purchase of Lease Liabilities""
  Liabilities:NonCurrent:LeaseLiabilities -700 EUR
  Liabilities:Current:ShortTermDebt 700 EUR"
Llama-CuR-Mercedes-Benz05,"The company pays 3000 EUR in trade payables, decreasing current liabilities.
Effect: Positive

","
2024-06-25 * ""Payment of Trade Payables""
  Liabilities:Current:TradePayables -3000 EUR
  Assets:Current:CashAndCashEquivalents 3000 EUR"
Llama-CuR-Mercedes-Benz06,"The company purchases new equipment on operating leases worth 4000 EUR, increasing non-current assets.
Effect: Positive

","
2024-07-01 * ""Purchase of Equipment on Operating Leases""
  Liabilities:NonCurrent:EquipmentOnOperatingLeases 4000 EUR
  Assets:NonCurrent:EquipmentOnOperatingLeases 4000 EUR"
Llama-CuR-Mercedes-Benz16,"The company receives 1500 EUR in other reserves, increasing equity.
Effect: Positive

","
2024-08-20 * ""Receipt of Other Reserves""
  Equity:OtherReserves 1500 EUR"
Llama-CuR-SAP01,"The company uses 100 EUR in cash to repay current financial liabilities.
Effect: Positive

","
2024-07-11 * ""Repay current financial liabilities""
  Liabilities:Current:FinancialLiabilities 100 EUR
  Assets:Current:CashAndCashEquivalents -100 EUR"
Llama-CuR-SAP03,"The company receives 100 EUR in cash from the sale of trade and other receivables.
Effect: Positive

","
2024-07-11 * ""Sale of Trade and Other Receivables""
  Assets:Current:TradeAndOtherReceivables 100 EUR
  Assets:Current:CashAndCashEquivalents 100 EUR"
Llama-CuR-SAP13,"The company uses 100 EUR in cash to repay current deferred tax liabilities.
Effect: Positive

","
2024-07-11 * ""Repay current deferred tax liabilities""
  Liabilities:Current:DeferredTaxLiabilities 100 EUR
  Assets:Current:CashAndCashEquivalents 100 EUR"
Llama-CuR-SAP17,"The company uses 100 EUR in cash to repay current financial liabilities.
Effect: Positive

","
2024-07-11 * ""Repay current financial liabilities""
  Liabilities:Current:FinancialLiabilities 100 EUR
  Assets:Current:CashAndCashEquivalents 100 EUR"
Llama-QR-Airbus04,"The company increases the trade receivables by 1000 EUR.
Effect: Positive

","
2024-06-20 * ""Increase in Trade Receivables""
  Assets:Current:TradeReceivables 1000 EUR"
Llama-QR-Airbus12,"The company increases the accumulated other comprehensive income by 100 EUR.
Effect: Positive

","
2024-08-01 * ""Increase in Accumulated Other Comprehensive Income""
  Equity:AccumulatedOtherComprehensiveIncome 100 EUR"
Llama-QR-Airbus16,"The company increases the share premium by 100 EUR.
Effect: Positive

","
2024-08-20 * ""Increase in Share Premium""
  Equity:SharePremium 100 EUR"
Llama-QR-Airbus19,"The company increases the other financial liabilities by 1000 EUR.
Effect: Negative

","
2024-09-10 * ""Increase in Other Financial Liabilities""
  Liabilities:NonCurrent:OtherFinancialLiabilities 1000 EUR"
Llama-QR-Bayer02,"The company purchases new inventory worth 100 EUR on credit, increasing the short-term debt.
Effect: Negative

","
2024-05-29 * ""Purchase of Inventory on Credit""
  Liabilities:Current:ShortTermDebt 100 EUR
  Assets:Current:Inventories 100 EUR"
Llama-QR-Bayer07,"The company receives 100 EUR in other financial assets.
Effect: Positive

","
2024-07-01 * ""Receipt of Other Financial Assets""
  Liabilities:Current:OtherFinancialLiabilities -100 EUR
  Assets:Current:OtherFinancialAssets 100 EUR"
Llama-QR-Bayer10,"The company pays 100 EUR in trade accounts payable.
Effect: Negative

","
2024-07-15 * ""Payment of Trade Accounts Payable""
  Liabilities:Current:TradeAccountsPayable -100 EUR
  Assets:Current:CashAndCashEquivalents -100 EUR"
Llama-QR-Bayer12,"The company pays 100 EUR in other liabilities.
Effect: Negative

","
2024-06-15 * ""Payment of Other Liabilities""
  Liabilities:Current:OtherLiabilities -100 EUR
  Assets:Current:CashAndCashEquivalents -100 EUR"
Llama-QR-Bayer14,"The company pays 100 EUR in equity attributable to non-controlling interest.
Effect: Negative

","
2024-05-15 * ""Payment of Equity Attributable to Non-Controlling Interest""
  Liabilities:Equity:EquityAttributableToNoncontrollingInterest -100 EUR
  Assets:Equity:EquityAttributableToNoncontrollingInterest -100 EUR"
Llama-QR-Bayer15,"The company receives 100 EUR in other reserves.
Effect: Positive

","
2024-06-15 * ""Receipt of Other Reserves""
  Liabilities:Equity:OtherReserves 100 EUR
  Assets:Equity:OtherReserves 100 EUR"
Llama-QR-Bayer18,"The company pays 100 EUR in income tax liabilities.
Effect: Negative

","
2024-06-15 * ""Payment of Income Tax Liabilities""
  Liabilities:NonCurrent:IncomeTaxLiabilities -100 EUR
  Assets:NonCurrent:IncomeTaxLiabilities -100 EUR"
Llama-QR-Bayer19,"The company receives 100 EUR in other provisions.
Effect: Positive

","
2024-07-15 * ""Receipt of Other Provisions""
  Liabilities:NonCurrent:OtherProvisions 100 EUR
  Assets:NonCurrent:OtherProvisions 100 EUR"
Llama-QR-Bayer20,"The company pays 100 EUR in refund liabilities.
Effect: Negative","
2024-05-15 * ""Payment of Refund Liabilities""
  Liabilities:NonCurrent:RefundLiabilities -100 EUR
  Assets:NonCurrent:RefundLiabilities -100 EUR"
Llama-QR-Deutsche_Telekom10,"The company increases its trade payables by 1500 EUR.
Effect: Positive

","
2024-05-29 * ""Increase in Trade Payables""
  Liabilities:Current:TradeAndOtherPayables 1500 EUR"
Llama-QR-Deutsche_Telekom11,"The company receives 1000 EUR in cash from the sale of current assets.
Effect: Positive

","
2024-06-15 * ""Sale of Current Assets""
  Liabilities:Current:CashAndCashEquivalents 1000 EUR
  Assets:Current:CurrentAssets -1000 EUR"
Llama-QR-Mercedes-Benz07,"The company purchases new equipment on operating leases worth 1000 EUR, increasing non-current assets.
Effect: Positive

","
2024-08-01 * ""Purchase of Equipment on Operating Leases""
  Liabilities:NonCurrent:EquipmentOnOperatingLeases 1000 EUR
  Assets:NonCurrent:EquipmentOnOperatingLeases 1000 EUR"
Llama-QR-Mercedes-Benz19,"The company increases its non-current other financial assets by 1000 EUR, increasing non-current assets.
Effect: Positive

","
2024-09-01 * ""Increase in Non-Current Other Financial Assets""
  Assets:NonCurrent:OtherFinancialAssets 1000 EUR"
Llama-QR-SAP02,"The company purchases new inventory worth 100 EUR on credit, increasing the short-term debt.
Effect: Negative

","
2024-05-29 * ""Purchase of Inventory on Credit""
  Liabilities:Current:ShortTermDebt 100 EUR
  Assets:Current:Inventories 100 EUR"
Llama-QR-SAP07,"The company increases its tax assets by 100 EUR.
Effect: Positive

","
2024-06-01 * ""Increase in Tax Assets""
  Assets:Current:TaxAssets 100 EUR"
Llama-QR-SAP10,"The company increases its financial liabilities by 100 EUR.
Effect: Negative

","
2024-06-01 * ""Increase in Financial Liabilities""
  Liabilities:Current:FinancialLiabilities 100 EUR"
Llama-QR-SAP16,"The company increases its intangible assets by 100 EUR.
Effect: Positive

","
2024-06-01 * ""Increase in Intangible Assets""
  Assets:NonCurrent:IntangibleAssets 100 EUR"
Llama-QR-SAP18,"The company increases its other non-financial assets by 100 EUR.
Effect: Positive

","
2024-06-01 * ""Increase in Other Non-Financial Assets""
  Assets:NonCurrent:OtherNonFinancialAssets 100 EUR"
Mistral-CaR-Airbus06,"The company pays 500 EUR in trade payables.
   Effect: Negative

   ","
2024-07-11 * ""Payment of Trade Payables""
  Assets:Current:TradePayables 500 EUR
  Liabilities:Current:TradeLiabilities -500 EUR"
Mistral-CaR-Airbus08,"The company sells 1000 EUR in contract assets.
   Effect: Positive

   ","
2024-07-11 * ""Sale of Contract Assets""
  Assets:Current:ContractAssets 1000 EUR
  Liabilities:Current:ContractLiabilities -1000 EUR"
Mistral-CaR-Airbus10,"The company sells 1000 EUR in other assets.
   Effect: Positive

   ","
2024-07-11 * ""Sale of Other Assets""
  Assets:Current:OtherAssets 1000 EUR
  Liabilities:Current:OtherLiabilities -1000 EUR"
Mistral-CaR-Airbus18,"The company pays 500 EUR in other liabilities.
   Effect: Negative

   ","
2024-07-11 * ""Payment of Other Liabilities""
  Liabilities:Current:OtherLiabilities -500 EUR
  Assets:Current:CashAndCashEquivalents -500 EUR"
Mistral-CaR-Bayer05,"The company receives 2000 EUR from other receivables.
   Effect: Positive

   ","
2024-07-11 * ""Receipt from Other Receivables""
  Liabilities:Current:OtherReceivables -2000 EUR
  Assets:Current:CashAndCashEquivalents 2000 EUR"
Mistral-CaR-Bayer06,"The company pays 500 EUR to other financial liabilities.
   Effect: Negative

   ","
2024-07-11 * ""Payment to Other Financial Liabilities""
  Liabilities:Current:OtherFinancialLiabilities -500 EUR
  Assets:Current:CashAndCashEquivalents -500 EUR"
Mistral-CaR-Bayer14,"The company pays 1500 EUR to provisions for pensions and other post-employment benefits.
   Effect: Negative

   ","
2024-07-11 * ""Payment to Provisions for Pensions and Other Post-Employment Benefits""
  Liabilities:NonCurrent:ProvisionsForPensionsAndOtherPostEmploymentBenefits -1500 EUR
  Assets:Current:CashAndCashEquivalents -1500 EUR"
Mistral-CaR-Deutsche_Telekom03,"The company pays 1000 EUR in current income tax liabilities.
   Effect: Negative

   ","
2024-04-01 * ""Pay current income tax liabilities""
  Liabilities:Current:IncomeTaxLiabilities -1000 EUR
  Assets:Current:CashAndCashEquivalents -1000 EUR"
Mistral-CaR-Deutsche_Telekom06,"The company repays 1000 EUR of short-term debt.
   Effect: Positive

   ","
2024-04-01 * ""Repay Short-term Debt""
  Liabilities:Current:ShortTermDebt -1000 EUR
  Assets:Current:CashAndCashEquivalents 1000 EUR"
Mistral-CaR-Deutsche_Telekom07,"The company purchases 1000 EUR of inventories for cash.
   Effect: Negative

   ","
2024-04-01 * ""Purchase of Inventory for Cash""
  Assets:Current:Inventories -500 EUR
  Liabilities:Current:CashAndCashEquivalents 500 EUR"
Mistral-CaR-Deutsche_Telekom18,"The company pays 1000 EUR in non-current financial liabilities.
   Effect: Positive

   ","
2024-04-01 * ""Pay Non-current Financial Liabilities""
  Liabilities:NonCurrent:FinancialLiabilities -1000 EUR
  Assets:Current:CashAndCashEquivalents 1000 EUR"
Mistral-CaR-Mercedes-Benz01,"The company uses 1000 EUR in cash to repay current other financial liabilities.
   Effect: Negative

   ","
2024-04-01 * ""Repay current other financial liabilities""
  Liabilities:Current:OtherFinancialLiabilities 1000 EUR
  Assets:Current:CashAndCashEquivalents -1000 EUR"
Mistral-CaR-Mercedes-Benz04,"The company receives 500 EUR in cash from trade receivables.
   Effect: Positive

   ","
2024-04-01 * ""Receive cash from trade receivables""
  Liabilities:Current:TradeReceivables -500 EUR
  Assets:Current:CashAndCashEquivalents 500 EUR"
Mistral-CaR-Mercedes-Benz14,"The company purchases 500 EUR of intangible assets, increasing intangible assets and financing liabilities.
   Effect: Negative

   ","
2024-04-01 * ""Purchase intangible assets""
  Assets:NonCurrent:Intangible 1000 EUR
  Liabilities:NonCurrent:FinancingLiabilities -1000 EUR"
Mistral-CaR-Mercedes-Benz16,"The company purchases 500 EUR of other financial assets, increasing other financial assets and financing liabilities.
   Effect: Negative

   ","
2024-04-01 * ""Purchase other financial assets""
  Assets:NonCurrent:OtherFinancialAssets 1000 EUR
  Liabilities:NonCurrent:FinancingLiabilities -1000 EUR"
Mistral-CaR-Mercedes-Benz17,"The company purchases 1000 EUR of property, plant, and equipment, increasing property, plant, and equipment and financing liabilities.
   Effect: Negative

   ","
2024-04-01 * ""Purchase property, plant, and equipment""
  Assets:NonCurrent:PropertyPlantAndEquipment 1000 EUR
  Liabilities:NonCurrent:FinancingLiabilities -1000 EUR"
Mistral-CaR-Mercedes-Benz18,"The company receives 500 EUR in cash from receivables from financial services on non-current.
   Effect: Positive

   ","
2024-04-01 * ""Receive cash from receivables from financial services (non-current)""
  Liabilities:NonCurrent:ReceivablesFromFinancialServices -500 EUR
  Assets:NonCurrent:CashAndCashEquivalents 500 EUR"
Mistral-CaR-Mercedes-Benz19,"The company pays 1000 EUR in non-current contract and refund liabilities.
   Effect: Negative

   ","
2024-04-01 * ""Pay non-current contract and refund liabilities""
  Liabilities:NonCurrent:ContractAndRefundLiabilities 1000 EUR
  Liabilities:NonCurrent:ContractAndRefundLiabilities -1000 EUR"
Mistral-CaR-SAP11,"The company pays 350 EUR in other non-financial liabilities.
   Effect: Negative

   ","
2024-05-15 * ""Payment of Other Non-Financial Liabilities""
  Liabilities:Current:OtherNonFinancialLiabilities -350 EUR
  Assets:Current:CashAndCashEquivalents -350 EUR"
Mistral-CaR-SAP13,"The company pays 250 EUR in provisions.
   Effect: Negative

   ","
2024-05-15 * ""Payment of Provisions""
  Liabilities:Current:Provisions -250 EUR
  Assets:Current:CashAndCashEquivalents -250 EUR"
Mistral-CaR-SAP14,"The company receives 500 EUR in cash from the sale of other financial liabilities.
   Effect: Positive

   ","
2024-05-15 * ""Sale of Other Financial Liabilities""
  Liabilities:Current:OtherFinancialLiabilities -500 EUR
  Equity:TreasuryShares 500 EUR"
Mistral-CaR-SAP18,"The company receives 75 EUR in cash from the sale of intangible assets.
   Effect: Positive

   ","
2024-04-01 * ""Sale of Intangible Assets""
  Assets:NonCurrent:IntangibleAssets -75 EUR
  Equity:TreasuryShares 75 EUR"
Mistral-CuR-Airbus05,"The company pays 1000 EUR of trade liabilities.
   Effect: Positive

   ","
2024-07-11 * ""Pay Trade Liabilities""
  Liabilities:Current:TradeLiabilities -1000 EUR
  Assets:Current:CashAndCashEquivalents -1000 EUR"
Mistral-CuR-Airbus10,"The company purchases 500 EUR of new inventories on credit, increasing the short-term debt and trade liabilities.
   Effect: Negative

   ","
2024-07-11 * ""Purchase of Inventory on Credit (5)""
  Liabilities:Current:ShortTermDebt -500 EUR
  Assets:Current:Inventories 500 EUR
  Liabilities:Current:TradeLiabilities -500 EUR"
Mistral-CuR-Airbus12,"The company purchases 500 EUR of new inventories on credit, increasing the short-term debt and trade liabilities.
   Effect: Negative

   ","
2024-07-11 * ""Purchase of Inventory on Credit (6)""
  Liabilities:Current:ShortTermDebt -500 EUR
  Assets:Current:Inventories 500 EUR
  Liabilities:Current:TradeLiabilities -500 EUR"
Mistral-CuR-Airbus14,"The company purchases 500 EUR of new inventories on credit, increasing the short-term debt and trade liabilities.
   Effect: Negative

   ","
2024-07-11 * ""Purchase of Inventory on Credit (7)""
  Liabilities:Current:ShortTermDebt -500 EUR
  Assets:Current:Inventories 500 EUR
  Liabilities:Current:TradeLiabilities -500 EUR"
Mistral-CuR-Airbus20,"The company purchases 500 EUR of new inventories on credit, increasing the short-term debt and trade liabilities.
   Effect: Negative","
2024-07-11 * ""Purchase of Inventory on Credit (10)""
  Liabilities:Current:ShortTermDebt -500 EUR
  Assets:Current:Inventories 500 EUR
  Liabilities:Current:TradeLiabilities -500 EUR"
